barcode;name;brand;category;reference;arcor_code;arcor_desc;confidence
;MOGUL LENGUA MAX 24X15G;ARCOR;;14167;;;sin-match
7790580259402;MOGUL MORAS X150 G;ARCOR;GOLOSINAS;2594;1002594;MOGUL GRANEL MORAS 24 x 150 Gr.;alta
7790580262402;MOGUL MORAS x 500g;ARCOR;GOLOSINAS;2624;1002624;MOGUL GRANEL MORAS 6 x 500 Gr.;alta
;MOGUL MORAS x80g.;ARCOR;;15170;;;sin-match
7790580199906;MOGUL OSITOS 12x30g.;ARCOR;GOLOSINAS;1999;1001999;MOGUL INFANTILES OSITOS 12 x 12 x 30 Gr.;alta
;MOGUL OSITOS x150G;ARCOR;;13287;;;sin-match
7790580123932;MOGUL OSITOS x500g;ARCOR;GOLOSINAS;12393;1012393;MOGUL GRANEL OSITOS 6 x 500 Gr.;alta
7790580130237;MOGUL OSO EXTREME 10x50g;ARCOR;GOLOSINAS;13023;1013023;MOGUL INDIVIDUAL OSO EXTREME 12 x 10 x 50 Gr.;alta
7790580117849;MOGUL OSO EXTREME x200g.;ARCOR;GOLOSINAS;11784;1011784;MOGUL GRANEL OSO EXTREME 16 x 200 Gr.;alta
;MOGUL OSO EXTREME x500g.;ARCOR;;14799;;;sin-match
;MOGUL PALOTES SANDIA x120g;ARCOR;;14622;;;sin-match
;MOGUL PALOTES SURT x120g;ARCOR;;13881;;;sin-match
7790580617806;MOGUL PIECITOS 12x30g;ARCOR;GOLOSINAS;6178;1006178;MOGUL INFANTILES PIECITOS 12 x 12 x 30 Gr.;alta
;MOGUL RODAJAS ACIDAS 10x50g;ARCOR;;13010;;;sin-match
7790580116460;MOGUL ROLLO EXTREMEx12u.;ARCOR;GOLOSINAS;11646;1011646;MOGUL INDIVIDUAL ROLLO EXTREME 12 x 12 x 35 Gr.;alta
7790580130244;MOGUL SANDIA EXTREME 10x50g;ARCOR;GOLOSINAS;13024;1013024;MOGUL INDIVIDUAL SANDÍA EXTREME 12 x 10 x 50 Gr.;alta
;MOGUL SANDIA EXTREME x500g.;ARCOR;;14800;;;sin-match
7790580121105;MOGUL SANDIAS x 500g;ARCOR;GOLOSINAS;12110;1012110;MOGUL GRANEL SANDIAS 6 x 500 Gr.;alta
7790580200107;MOGUL TIBURON 12x30g;ARCOR;GOLOSINAS;2001;1002001;MOGUL INFANTILES TIBURÓN 12 x 12 x 30 Gr.;alta
;MOGUL TUTTI FRUTTI 10x50g;ARCOR;;13025;;;sin-match
7790580230104;MOGUL VIBORITAS 12x30g.;ARCOR;GOLOSINAS;2301;1002301;MOGUL INFANTILES VIBORITAS 12 x 12 x 30 Gr.;alta
;MORAS MOGUL 10x50g;ARCOR;;13121;;;sin-match
;MOSTACHOL ARCOR x500g.;ARCOR;;14236;;;sin-match
;MOÑOS ARCOR x500g;ARCOR;;13482;;;sin-match
7790580118099;MR POPS EVOLUTION BLUEBERRY 12 x 24 Un.;ARCOR;GOLOSINAS;1011809;1011809;MR POPS EVOLUTION BLUEBERRY 12 x 24 Un.;arcor-catalog
7790580118037;MR POPS EVOLUTION CHERRY 12 x 24 Un.;ARCOR;GOLOSINAS;1011803;1011803;MR POPS EVOLUTION CHERRY 12 x 24 Un.;arcor-catalog
7790580123857;MR POPS EVOLUTION EXTREME 12 x 24 Un.;ARCOR;GOLOSINAS;1012385;1012385;MR POPS EVOLUTION EXTREME 12 x 24 Un.;arcor-catalog
7790580118112;MR POPS EVOLUTION FEST 12 x 24 Un.;ARCOR;GOLOSINAS;1011811;1011811;MR POPS EVOLUTION FEST 12 x 24 Un.;arcor-catalog
7790580118129;MR POPS EVOLUTION PINTALENGUA 12 x 24 Un.;ARCOR;GOLOSINAS;1011949;1011949;MR POPS EVOLUTION PINTALENGUA 12 x 24 Un.;arcor-catalog
7790580116811;MR POPS EVOLUTION SURTIDO 12 x 24 Un.;ARCOR;GOLOSINAS;1011810;1011810;MR POPS EVOLUTION SURTIDO 12 x 24 Un.;arcor-catalog
;MR. POPS YOGUS x50u.;ARCOR;;13785;;;sin-match
;MR.POPS EVOL FRESH x24u.;ARCOR;;15135;;;sin-match
7790580118099;MR.POPS EVOL. BLUEBER X24U;ARCOR;GOLOSINAS;11809;1011809;MR POPS EVOLUTION BLUEBERRY 12 x 24 Un.;alta
7790580118037;MR.POPS EVOL. CEREZA x 24u;ARCOR;GOLOSINAS;11803;1011803;MR POPS EVOLUTION CHERRY 12 x 24 Un.;alta
7790580123857;MR.POPS EVOL. EXTR. DUO x 24u;ARCOR;GOLOSINAS;12385;1012385;MR POPS EVOLUTION EXTREME 12 x 24 Un.;alta
7790580118112;MR.POPS EVOL. FEST x24;ARCOR;GOLOSINAS;11811;1011811;MR POPS EVOLUTION FEST 12 x 24 Un.;alta
7790580118129;MR.POPS EVOL. P.LENGUA x24u;ARCOR;GOLOSINAS;11949;1011949;MR POPS EVOLUTION PINTALENGUA 12 x 24 Un.;alta
7790580116811;MR.POPS EVOL. SURTIDO x24u.;ARCOR;GOLOSINAS;11810;1011810;MR POPS EVOLUTION SURTIDO 12 x 24 Un.;alta
;MUFFINS CHIPS AGUILA x440g;ARCOR;;14193;;;sin-match
7790580125561;NATURAL BREAK INDIVIDUAL ENERGÍA 8 x 8 x 28 Gr.;ARCOR;GOLOSINAS;1012556;1012556;NATURAL BREAK INDIVIDUAL ENERGÍA 8 x 8 x 28 Gr.;arcor-catalog
7790580121099;NATURAL BREAK INDIVIDUAL FIBRA 8 x 8 x 30 Gr.;ARCOR;GOLOSINAS;1012109;1012109;NATURAL BREAK INDIVIDUAL FIBRA 8 x 8 x 30 Gr.;arcor-catalog
7790580125998;NATURAL BREAK INDIVIDUAL LIVIANO 8 x 8 x 24 Gr.;ARCOR;GOLOSINAS;1012599;1012599;NATURAL BREAK INDIVIDUAL LIVIANO 8 x 8 x 24 Gr.;arcor-catalog
7790580125554;NATURAL BREAK INDIVIDUAL NUTRITIVO 8 x 8 x 25 Gr.;ARCOR;GOLOSINAS;1012555;1012555;NATURAL BREAK INDIVIDUAL NUTRITIVO 8 x 8 x 25 Gr.;arcor-catalog
7790580124427;NATURAL BREAK STICKS BARRA FRUTOS ROJOS 6 x 20 x 40 Gr.;ARCOR;GOLOSINAS;1012570;1012570;NATURAL BREAK STICKS BARRA FRUTOS ROJOS 6 x 20 x 40 Gr.;arcor-catalog
7790580128678;NATURAL BREAK STICKS BARRA FRUTOS SECOS 6 x 20 x 33 Gr.;ARCOR;GOLOSINAS;1012867;1012867;NATURAL BREAK STICKS BARRA FRUTOS SECOS 6 x 20 x 33 Gr.;arcor-catalog
7790580119614;NUTRICIÓN MENSUAL CALCIO + VITAMINA D 6 X 60 Un.;ARCOR;NUTRICIÓN;1011961;1011961;NUTRICIÓN MENSUAL CALCIO + VITAMINA D 6 X 60 Un.;arcor-catalog
7790580125615;NUTRICIÓN MENSUAL DIETA CONTROL 24 x 12 x 8 Un.;ARCOR;NUTRICIÓN;1012561;1012561;NUTRICIÓN MENSUAL DIETA CONTROL 24 x 12 x 8 Un.;arcor-catalog
7790580118075;NUTRICIÓN MENSUAL FIBRA 6 X 60 Un.;ARCOR;NUTRICIÓN;1011807;1011807;NUTRICIÓN MENSUAL FIBRA 6 X 60 Un.;arcor-catalog
7790580118082;NUTRICIÓN MENSUAL VITALIDAD 6 X 60 Un.;ARCOR;NUTRICIÓN;1011808;1011808;NUTRICIÓN MENSUAL VITALIDAD 6 X 60 Un.;arcor-catalog
7790580125684;NUTRICIÓN SEMANAL CALCIO + VITAMINA D 12 X 28 Un.;ARCOR;NUTRICIÓN;1012568;1012568;NUTRICIÓN SEMANAL CALCIO + VITAMINA D 12 X 28 Un.;arcor-catalog
7790580125691;NUTRICIÓN SEMANAL FIBRA 12 X 28 Un.;ARCOR;NUTRICIÓN;1012569;1012569;NUTRICIÓN SEMANAL FIBRA 12 X 28 Un.;arcor-catalog
7790580125677;NUTRICIÓN SEMANAL VITALIDAD 12 X 28 Un.;ARCOR;NUTRICIÓN;1012567;1012567;NUTRICIÓN SEMANAL VITALIDAD 12 X 28 Un.;arcor-catalog
;OBLEA ARCOR MILK x20g;ARCOR;;14471;;;sin-match
;OBLEA ARCOR x20G;ARCOR;;13342;;;sin-match
7790580110130;OBLEA BOB LEC. XL x45g.;ARCOR;CHOCOLATES;11013;1011013;OBLEA BON O BON LECHE XL 8 X 16 X 45 Gr.;alta
7790580346607;OBLEA BON O BON BLANCO 8 X 20 X 30 Gr.;ARCOR;CHOCOLATES;1003466;1003466;OBLEA BON O BON BLANCO 8 X 20 X 30 Gr.;arcor-catalog
7790580346508;OBLEA BON O BON LECHE 8 X 20 X 30 Gr.;ARCOR;CHOCOLATES;1003465;1003465;OBLEA BON O BON LECHE 8 X 20 X 30 Gr.;arcor-catalog
7790580110130;OBLEA BON O BON LECHE XL 8 X 16 X 45 Gr.;ARCOR;CHOCOLATES;1011013;1011013;OBLEA BON O BON LECHE XL 8 X 16 X 45 Gr.;arcor-catalog
7790580346607;OBLEA BONoBON BCA.x30g.;ARCOR;CHOCOLATES;3466;1003466;OBLEA BON O BON BLANCO 8 X 20 X 30 Gr.;alta
7790580346508;OBLEA BONoBON LECHE x30g.;ARCOR;CHOCOLATES;3465;1003465;OBLEA BON O BON LECHE 8 X 20 X 30 Gr.;alta
;OBLEA CHOCOLINA XL x45g;ARCOR;;13341;;;sin-match
;OBLEA COF. BLOCK MAX x60g.;ARCOR;;15143;;;sin-match
7790580013806;OBLEA COFLER BLOCK 8 X 20 X 35 Gr.;ARCOR;CHOCOLATES;1010380;1010380;OBLEA COFLER BLOCK 8 X 20 X 35 Gr.;arcor-catalog
7790580120443;OBLEA COFLER BLOCK XL 8 X 16 X 54 Gr.;ARCOR;CHOCOLATES;1012044;1012044;OBLEA COFLER BLOCK XL 8 X 16 X 54 Gr.;arcor-catalog
;OBLEA COFLER BLOCK XL x45g;ARCOR;;13340;;;sin-match
7790580124090;OBLEA COFLER CHOCOLINAS XL 8 X 16 X 54 Gr.;ARCOR;CHOCOLATES;1012409;1012409;OBLEA COFLER CHOCOLINAS XL 8 X 16 X 54 Gr.;arcor-catalog
7790580124045;OBLEA COFLER GRAFFITI BLANCO 16 X 12 X 45 Gr.;ARCOR;CHOCOLATES;1012404;1012404;OBLEA COFLER GRAFFITI BLANCO 16 X 12 X 45 Gr.;arcor-catalog
7790580124069;OBLEA COFLER GRAFFITI CLÁSICO 16 X 12 X 45 Gr.;ARCOR;CHOCOLATES;1012553;1012553;OBLEA COFLER GRAFFITI CLÁSICO 16 X 12 X 45 Gr.;arcor-catalog
;OBLEA MAX AVELLLANA x60g.;ARCOR;;15142;;;sin-match
7790580024901;PALITOS AGUA ADULTOS SLICE FRUTILLA 22 X 70 Cc.;ARCOR;HELADOS;1011330;1011330;PALITOS AGUA ADULTOS SLICE FRUTILLA 22 X 70 Cc.;arcor-catalog
7790580708405;PALITOS AGUA ADULTOS SLICE LIMÓN 22 X 70 Cc.;ARCOR;HELADOS;1011331;1011331;PALITOS AGUA ADULTOS SLICE LIMÓN 22 X 70 Cc.;arcor-catalog
7790580121846;PALITOS AGUA ADULTOS SLICE MULTIFRUTA 22 X 70 Cc.;ARCOR;HELADOS;1012184;1012184;PALITOS AGUA ADULTOS SLICE MULTIFRUTA 22 X 70 Cc.;arcor-catalog
7790580117610;PALITOS AGUA INFANTILES DIDON HELADO 32 X 50 Cc.;ARCOR;HELADOS;1011761;1011761;PALITOS AGUA INFANTILES DIDON HELADO 32 X 50 Cc.;arcor-catalog
7790580127107;PALITOS AGUA INFANTILES MOGUL EXTREME SANDIA 30 X 50 Cc.;ARCOR;HELADOS;1012710;1012710;PALITOS AGUA INFANTILES MOGUL EXTREME SANDIA 30 X 50 Cc.;arcor-catalog
7790580394004;PALITOS AGUA INFANTILES MR POP'S SURTIDO 45 X 50 Cc.;ARCOR;HELADOS;1003307;1003307;PALITOS AGUA INFANTILES MR POP'S SURTIDO 45 X 50 Cc.;arcor-catalog
7790580127114;PALITOS AGUA INFANTILES MR POP'S TUBIX 24 X 60 Cc.;ARCOR;HELADOS;1012711;1012711;PALITOS AGUA INFANTILES MR POP'S TUBIX 24 X 60 Cc.;arcor-catalog
7790580127497;PALITOS INDULGENTES ARCOR CHOCOLATE BLANCO Y COOKIES 20 X 85 Cc.;ARCOR;HELADOS;1012790;1012790;PALITOS INDULGENTES ARCOR CHOCOLATE BLANCO Y COOKIES 20 X 85 Cc.;arcor-catalog
7790580112394;PALITOS INDULGENTES ARCOR CHOCOLATE CREMA AMERICANA 20 X 80 Cc.;ARCOR;HELADOS;1011239;1011239;PALITOS INDULGENTES ARCOR CHOCOLATE CREMA AMERICANA 20 X 80 Cc.;arcor-catalog
7790580395803;PALITOS INDULGENTES COFLER ALMENDRAS 16 X 80 Cc.;ARCOR;HELADOS;1011318;1011318;PALITOS INDULGENTES COFLER ALMENDRAS 16 X 80 Cc.;arcor-catalog
7790580108397;PALITOS INDULGENTES COFLER BLOCK 16 X 80 Cc.;ARCOR;HELADOS;1011328;1011328;PALITOS INDULGENTES COFLER BLOCK 16 X 80 Cc.;arcor-catalog
7790580121334;PALITOS INDULGENTES COFLER CHOCOLINAS 16 X 80 Cc.;ARCOR;HELADOS;1012133;1012133;PALITOS INDULGENTES COFLER CHOCOLINAS 16 X 80 Cc.;arcor-catalog
7790580395605;PALITOS INDULGENTES CORAZON BON O BON 16 X 60 Cc.;ARCOR;HELADOS;1011317;1011317;PALITOS INDULGENTES CORAZON BON O BON 16 X 60 Cc.;arcor-catalog
7790580112653;PALITOS INDULGENTES INFANTILES PALITO BOMBÓN ARCOR 30 X 60 Cc.;ARCOR;HELADOS;1011265;1011265;PALITOS INDULGENTES INFANTILES PALITO BOMBÓN ARCOR 30 X 60 Cc.;arcor-catalog
7790580524104;PALITOS INDULGENTES INFANTILES ROCKLETS COLORES 16 X 60 Cc.;ARCOR;HELADOS;1011316;1011316;PALITOS INDULGENTES INFANTILES ROCKLETS COLORES 16 X 60 Cc.;arcor-catalog
;PAQ. BUTTER CREAM x99g.;ARCOR;;14719;;;sin-match
;PAQ. BUTTER TOFFEES CHOCO x140g;ARCOR;;13419;;;sin-match
;PAQ. BUTTER TOFFEES DDL x140g;ARCOR;;13904;;;sin-match
;PAQ. BUTTER TOFFEES LECHE x140g;ARCOR;;13418;;;sin-match
;PAQ. BUTTER TOFFEES SURT X140G;ARCOR;;13420;;;sin-match
;PAQ. CAR. MENTA CRISTAL x140g;ARCOR;;13425;;;sin-match
;PAQ. CAR. MENTA/CHOCO x140;ARCOR;;13422;;;sin-match
;PAQ. CAR. RELLENO FRUTAL x140g;ARCOR;;13423;;;sin-match
;PAQ. CAR. RELLENO MIEL x140g;ARCOR;;13421;;;sin-match
;PAQ. CARAMELO GAJITOS x140g;ARCOR;;13424;;;sin-match
;PAQ. MASTICABLES FRUTA x120g;ARCOR;;13689;;;sin-match
;PAQ. MOGUL JELLY BEANS x150g.;ARCOR;;14186;;;sin-match
;PAQ. MRPOPS EVOL. SURTIDO 10u.;ARCOR;;14993;;;sin-match
;PAQ.BUTTER DL RELL/CHO x140g;ARCOR;;14737;;;sin-match
7790580252908;PAQ.Mr. POPS FRUTAL x10u.;ARCOR;GOLOSINAS;2529;1002529;CHUPETÍN ESFÉRICO ARCOR FRUTAL 24 x 10 Un.;alta
;PEPAS ARCOR x183g;ARCOR;;13589;;;sin-match
7790580126049;PIZZA ARCOR S/TAC x 500gr;ARCOR;ALIMENTOS;12604;1012604;PREMEZCLAS SIN GLUTEN PIZZA 12 X 500 Gr.;alta
;PLANT PROTEIN VAI/CHOC x900g;ARCOR;;14204;;;sin-match
;POLVO JUGO 3 FRUTAS x18u;ARCOR;;13039;;;sin-match
;POLVO JUGO ANANA x18;ARCOR;;13167;;;sin-match
;POLVO JUGO DURAZNO x18un;ARCOR;;13172;;;sin-match
;POLVO JUGO FRUTILLA X 18u.;ARCOR;;13171;;;sin-match
;POLVO JUGO LIMONADA x18;ARCOR;;13166;;;sin-match
;POLVO JUGO MANZANA x18;ARCOR;;13163;;;sin-match
;POLVO JUGO MULTIFRUTA x18un;ARCOR;;13164;;;sin-match
;POLVO JUGO NAR/BAN x18u.;ARCOR;;13168;;;sin-match
;POLVO JUGO NAR/DUR x18u;ARCOR;;13165;;;sin-match
;POLVO JUGO NAR/MANG x18u.;ARCOR;;14437;;;sin-match
;POLVO JUGO NARAN.DULCEx18u.;ARCOR;;13169;;;sin-match
;POLVO JUGO NARANJA x18u.;ARCOR;;13162;;;sin-match
;POLVO JUGO POM.ROSADOx18u.;ARCOR;;13795;;;sin-match
;POROTOS ALUBIA ARCOR x300g;ARCOR;;13249;;;sin-match
;POSTRE BC CHOCOLATE x60g;ARCOR;;13194;;;sin-match
;POSTRE BC DULCE DE LECHE x50g;ARCOR;;13686;;;sin-match
;POSTRE BC LIMON/CREMA x50g;ARCOR;;13193;;;sin-match
;POSTRE BC VAINILLA x50g;ARCOR;;13192;;;sin-match
;POSTRE GODET CHOCOL. x60g;ARCOR;;13191;;;sin-match
;POSTRE GODET DD.LECHE x60g;ARCOR;;13190;;;sin-match
;POSTRE GODET VAINILLA  x60g.;ARCOR;;13189;;;sin-match
7790580121877;POSTRE HELADO AGUILA 6 X 1400 Cc.;ARCOR;HELADOS;1012187;1012187;POSTRE HELADO AGUILA 6 X 1400 Cc.;arcor-catalog
7790580121884;POSTRE HELADO ALMENDRADO ARCOR 6 X 1400 Cc.;ARCOR;HELADOS;1012188;1012188;POSTRE HELADO ALMENDRADO ARCOR 6 X 1400 Cc.;arcor-catalog
7790580121907;POSTRE HELADO BON O BON 6 X 1400 Cc.;ARCOR;HELADOS;1012190;1012190;POSTRE HELADO BON O BON 6 X 1400 Cc.;arcor-catalog
7790580121891;POSTRE HELADO POSTRE CHOCOLINAS CHOCOTORTA 6 X 1400 Cc.;ARCOR;HELADOS;1012189;1012189;POSTRE HELADO POSTRE CHOCOLINAS CHOCOTORTA 6 X 1400 Cc.;arcor-catalog
7790580121839;POSTRE HELADO POSTRE ITALIANO AGUILA 6 X 1400 Cc.;ARCOR;HELADOS;1012183;1012183;POSTRE HELADO POSTRE ITALIANO AGUILA 6 X 1400 Cc.;arcor-catalog
7790580121860;POSTRE HELADO TOFI 6 X 1400 Cc.;ARCOR;HELADOS;1012186;1012186;POSTRE HELADO TOFI 6 X 1400 Cc.;arcor-catalog
7790580454210;POSTRE HELADO TRES CREMAS ARCOR 8 X 2000 Cc.;ARCOR;HELADOS;1004542;1004542;POSTRE HELADO TRES CREMAS ARCOR 8 X 2000 Cc.;arcor-catalog
7790580127787;POSTRES BC CHOCOLATE 48 X 60 Gr.;ARCOR;ALIMENTOS;1012778;1012778;POSTRES BC CHOCOLATE 48 X 60 Gr.;arcor-catalog
7790580127770;POSTRES BC LIMÓN CREMA 48 X 50 Gr.;ARCOR;ALIMENTOS;1012777;1012777;POSTRES BC LIMÓN CREMA 48 X 50 Gr.;arcor-catalog
7790580127763;POSTRES BC VAINILLA 48 X 50 Gr.;ARCOR;ALIMENTOS;1012776;1012776;POSTRES BC VAINILLA 48 X 50 Gr.;arcor-catalog
7790580111137;POSTRES GODET CHOCOLATE 48 X 70 Gr.;ARCOR;ALIMENTOS;1011113;1011113;POSTRES GODET CHOCOLATE 48 X 70 Gr.;arcor-catalog
7790580110628;POSTRES GODET DULCE DE LECHE 48 X 70 Gr.;ARCOR;ALIMENTOS;1011112;1011112;POSTRES GODET DULCE DE LECHE 48 X 70 Gr.;arcor-catalog
7790580111113;POSTRES GODET VAINILLA 48 X 70 Gr.;ARCOR;ALIMENTOS;1011111;1011111;POSTRES GODET VAINILLA 48 X 70 Gr.;arcor-catalog
7790580126087;PREMEZCLAS SIN GLUTEN BIZCOCHUELO CHOCOLATE SIN TACC 12 X 500 Gr.;ARCOR;ALIMENTOS;1012608;1012608;PREMEZCLAS SIN GLUTEN BIZCOCHUELO CHOCOLATE SIN TACC 12 X 500 Gr.;arcor-catalog
7790580126070;PREMEZCLAS SIN GLUTEN BIZCOCHUELO VAINILLA SIN TACC 12 X 500 Gr.;ARCOR;ALIMENTOS;1012607;1012607;PREMEZCLAS SIN GLUTEN BIZCOCHUELO VAINILLA SIN TACC 12 X 500 Gr.;arcor-catalog
7790580126049;PREMEZCLAS SIN GLUTEN PIZZA 12 X 500 Gr.;ARCOR;ALIMENTOS;1012604;1012604;PREMEZCLAS SIN GLUTEN PIZZA 12 X 500 Gr.;arcor-catalog
7790580126063;PREMEZCLAS SIN GLUTEN ÑOQUIS ESPINACA SIN TACC 12 X 400 Gr.;ARCOR;ALIMENTOS;1012606;1012606;PREMEZCLAS SIN GLUTEN ÑOQUIS ESPINACA SIN TACC 12 X 400 Gr.;arcor-catalog
7790580126056;PREMEZCLAS SIN GLUTEN ÑOQUIS PAPA SIN TACC 12 X 400 Gr.;ARCOR;ALIMENTOS;1012605;1012605;PREMEZCLAS SIN GLUTEN ÑOQUIS PAPA SIN TACC 12 X 400 Gr.;arcor-catalog
7790580126315;PRESTO ESPINACA/CREMA x250;ARCOR;ALIMENTOS;12631;1012631;PRESTOPRONTA ESPINACA A LA CREMA 42 X 250 Gr.;alta
;PRESTO MAIZ BCO AREPAS x1KG;ARCOR;;13395;;;sin-match
7790580126322;PRESTO PANC/QUESO x250;ARCOR;ALIMENTOS;12632;1012632;PRESTOPRONTA PANCETA Y QUESO 42 X 250 Gr.;alta
7790580126315;PRESTOPRONTA ESPINACA A LA CREMA 42 X 250 Gr.;ARCOR;ALIMENTOS;1012631;1012631;PRESTOPRONTA ESPINACA A LA CREMA 42 X 250 Gr.;arcor-catalog
7790580126322;PRESTOPRONTA PANCETA Y QUESO 42 X 250 Gr.;ARCOR;ALIMENTOS;1012632;1012632;PRESTOPRONTA PANCETA Y QUESO 42 X 250 Gr.;arcor-catalog
;PRESTOPRONTA x 490Gr.;ARCOR;;13873;;;sin-match
;PRESTOPRONTA x 730Gr;ARCOR;;13872;;;sin-match
;PULPA SUAVE TETRA x520Grs.;ARCOR;;6616;;;sin-match
;PURE ARCOR x520 Grs.;ARCOR;;14611;;;sin-match
;PURE DE TOMATE ARCOR x210g;ARCOR;;12927;;;sin-match
7790580131098;PURE TETRA ARCOR x 1050G;ARCOR;ALIMENTOS;13109;1013109;PURÉ DE TOMATE TETRABRIK ARCOR 12 X 1050 Gr.;alta
7790580131098;PURÉ DE TOMATE TETRABRIK ARCOR 12 X 1050 Gr.;ARCOR;ALIMENTOS;1013109;1013109;PURÉ DE TOMATE TETRABRIK ARCOR 12 X 1050 Gr.;arcor-catalog
7790580221904;PURÉ DE TOMATE TETRABRIK ARCOR PURÉ DE TOMATE 12 X 520 Gr.;ARCOR;ALIMENTOS;1006614;1006614;PURÉ DE TOMATE TETRABRIK ARCOR PURÉ DE TOMATE 12 X 520 Gr.;arcor-catalog
;RAMEN CARNE x70g.;ARCOR;;14997;;;sin-match
;RAMEN POLLO PICANTE x70g.;ARCOR;;15034;;;sin-match
;RAMEN POLLO x70g.;ARCOR;;14996;;;sin-match
;RELLENO AGUILA 3 EN 1 x290g;ARCOR;;13433;;;sin-match
;RELLENO AGUILA NUT AVELLAN x 290g;ARCOR;;13434;;;sin-match
;RELLENO BOB  UNTAB X 290gr;ARCOR;;13432;;;sin-match
;RELLENO UNTABLE BLOCK x290g;ARCOR;;13334;;;sin-match
7790580344207;RELLENOS ARCOR BASTÓN VIENA 12 x 470 Gr.;ARCOR;GOLOSINAS;1003442;1003442;RELLENOS ARCOR BASTÓN VIENA 12 x 470 Gr.;arcor-catalog
7790580223205;RELLENOS ARCOR LOTSA FIZZ 12 x 48 x 18,4 Gr.;ARCOR;GOLOSINAS;1002232;1002232;RELLENOS ARCOR LOTSA FIZZ 12 x 48 x 18,4 Gr.;arcor-catalog
7790580470203;RELLENOS ARCOR MENTA CHOCOLATE 36 x 150 Gr.;ARCOR;GOLOSINAS;1004702;1004702;RELLENOS ARCOR MENTA CHOCOLATE 36 x 150 Gr.;arcor-catalog
7790580118273;RELLENOS ARCOR MENTA CHOCOLATE 6 x 715 Gr.;ARCOR;GOLOSINAS;1011827;1011827;RELLENOS ARCOR MENTA CHOCOLATE 6 x 715 Gr.;arcor-catalog
7790580118297;RELLENOS ARCOR RELLENO MIEL + MENTA 12 x 335 Gr.;ARCOR;GOLOSINAS;1011829;1011829;RELLENOS ARCOR RELLENO MIEL + MENTA 12 x 335 Gr.;arcor-catalog
7790580470500;RELLENOS ARCOR RELLENOS FRUTALES 36 x 150 Gr.;ARCOR;GOLOSINAS;1004705;1004705;RELLENOS ARCOR RELLENOS FRUTALES 36 x 150 Gr.;arcor-catalog
7790580471309;RELLENOS ARCOR RELLENOS FRUTALES 6 x 810 Gr.;ARCOR;GOLOSINAS;1004713;1004713;RELLENOS ARCOR RELLENOS FRUTALES 6 x 810 Gr.;arcor-catalog
7790580470005;RELLENOS ARCOR RELLENOS MIEL 36 x 150 Gr.;ARCOR;GOLOSINAS;1004700;1004700;RELLENOS ARCOR RELLENOS MIEL 36 x 150 Gr.;arcor-catalog
7790580118280;RELLENOS ARCOR RELLENOS MIEL 6 x 675 Gr.;ARCOR;GOLOSINAS;1011828;1011828;RELLENOS ARCOR RELLENOS MIEL 6 x 675 Gr.;arcor-catalog
7790580118938;RELLENOS DE REPOSTERÍA AGUILA 3 EN 1 24 X 290 Gr.;ARCOR;CHOCOLATES;1011893;1011893;RELLENOS DE REPOSTERÍA AGUILA 3 EN 1 24 X 290 Gr.;arcor-catalog
7790580120337;RELLENOS DE REPOSTERÍA RELLENO AGUILA AVELLANAS 24 X 290 Gr.;ARCOR;CHOCOLATES;1012033;1012033;RELLENOS DE REPOSTERÍA RELLENO AGUILA AVELLANAS 24 X 290 Gr.;arcor-catalog
7790580108489;RELLENOS DE REPOSTERÍA UNTABLE BON O BON 24 X 290 Gr.;ARCOR;CHOCOLATES;1010848;1010848;RELLENOS DE REPOSTERÍA UNTABLE BON O BON 24 X 290 Gr.;arcor-catalog
;RELLENOS FRUTAL x80g.;ARCOR;;15213;;;sin-match
;RELLENOS MIEL x80g.;ARCOR;;15214;;;sin-match
7790580115999;ROCKLETON 16X14GR;ARCOR;CHOCOLATES;11599;1011599;ROCKLETS FIGURAS ROCKLETÓN 12 X 16 Un. X 13.5 Gr.;alta
7790580422004;ROCKLETS 10 X 1 Kg.;ARCOR;CHOCOLATES;1004220;1004220;ROCKLETS 10 X 1 Kg.;arcor-catalog
7790580327408;ROCKLETS 12 X 18 X 40 Gr.;ARCOR;CHOCOLATES;1003274;1003274;ROCKLETS 12 X 18 X 40 Gr.;arcor-catalog
7790580423414;ROCKLETS 12 X 24 X 20 Gr.;ARCOR;CHOCOLATES;1001009;1001009;ROCKLETS 12 X 24 X 20 Gr.;arcor-catalog
7790580423414;ROCKLETS 24x20g.;ARCOR;CHOCOLATES;1009;1001009;ROCKLETS 12 X 24 X 20 Gr.;alta
7790580107635;ROCKLETS 32 X 150 Gr.;ARCOR;CHOCOLATES;1010763;1010763;ROCKLETS 32 X 150 Gr.;arcor-catalog
7790580115739;ROCKLETS BOLLS 9 X 12 X 35 Gr.;ARCOR;CHOCOLATES;1011573;1011573;ROCKLETS BOLLS 9 X 12 X 35 Gr.;arcor-catalog
;ROCKLETS BOLLS CEREAL x35g.;ARCOR;;15070;;;sin-match
7790580115739;ROCKLETS BOLLS x 35gr;ARCOR;CHOCOLATES;11573;1011573;ROCKLETS BOLLS 9 X 12 X 35 Gr.;alta
;ROCKLETS COOKIE x35g.;ARCOR;;15074;;;sin-match
;ROCKLETS EXTREME x20g.;ARCOR;;15207;;;sin-match
